

02/10/08    03:26:30      22:47:40
14b6 1b39 000a 000d 01a4 0001 000a 001e 0014
03:26:30     1
a6a2 a661 a6b5 a6eb a6cc a6d1 a670 a67f a69f a68e a6d2 a8ad bc84 8003 30.0   11.567
03:30:30    25
a6a0 a65f a6b2 a6ea a6c8 a6d0 a66f a681 a6a1 a68d a6d1 a8c0 bc90 8003 32.4   11.550
03:30:40    26
a69c a65b a6ae a6e5 a6c2 a6cb a66b a67b a69c a688 a6cc a8d3 bc9b 8003 31.0   11.578
03:30:50    27
a696 a655 a6a6 a6df a6bb a6c6 a667 a679 a69b a685 a6c9 a8e8 bca6 8003 32.6   11.533
03:31:00    28
a690 a64f a6a1 a6d8 a6b3 a6bd a65f a670 a693 a67e a6c3 a8f1 bcb0 8003 33.1   11.548
03:31:10    29
a692 a650 a6a1 a6d6 a6b0 a6ba a65b a66c a690 a67c a6c1 a8ea bcb9 8003 34.2   11.509
03:31:20    30
a691 a650 a6a2 a6d5 a6af a6ba a65a a66b a68e a679 a6bf a8d8 bcc3 8003 32.4   11.514
03:31:30    31
a693 a654 a6a6 a6d9 a6b1 a6ba a65b a66c a68f a678 a6bd a8c8 bccc 8003 30.9   11.537
03:31:40    32
a692 a654 a6a5 a6d7 a6ad a6b5 a655 a666 a689 a672 a6b6 a8b8 bcd4 8003 31.1   11.520
03:31:50    33
a690 a652 a6a1 a6d4 a6a8 a6af a651 a661 a684 a66e a6b4 a8b2 bcdc 8003 31.9   11.514
03:32:00    34
a691 a651 a6a0 a6d1 a6a3 a6ab a64d a65d a681 a66a a6b1 a8ad bce3 8003 31.2   11.509
03:32:10    35
a695 a653 a6a1 a6cf a6a1 a6ab a64e a65b a67f a669 a6b0 a8a8 bceb 8003 32.9   11.491
03:32:20    36
a696 a654 a6a2 a6d1 a6a4 a6af a650 a65b a680 a669 a6b2 a8a1 bcf1 8003 31.9   11.491
03:32:30    37
a695 a654 a6a1 a6d0 a6a1 a6ab a64f a659 a67e a66a a6b6 a8a4 bcf8 8003 33.2   11.490
03:32:40    38
a696 a654 a6a2 a6d1 a6a1 a6aa a64d a657 a67d a66b a6b8 a8a4 bcfe 8003 32.7   11.473
03:32:50    39
a698 a655 a6a3 a6d3 a6a1 a6ab a64e a657 a67f a66f a6ba a8a1 bd04 8003 34.2   11.478
03:33:00    40
a699 a657 a6a7 a6da a6ab a6b6 a657 a660 a689 a678 a6c5 a8a2 bd0a 8003 33.4   11.467
03:33:10    41
a6a1 a65f a6b1 a6e5 a6b8 a6c6 a667 a671 a695 a684 a6d0 a8a5 bd0f 8003 31.5   11.473
03:33:20    42
a6a4 a664 a6b5 a6ec a6bf a6ce a671 a67b a69b a688 a6d1 a8a9 bd15 8003 34.1   11.467
03:33:30    43
a6a8 a668 a6bb a6f4 a6ca a6d7 a67c a685 a6a3 a68d a6d5 a8a9 bd1a 8003 29.3   11.459
03:33:40    44
a6aa a66b a6bd a6f6 a6cb a6d7 a67e a68a a6a5 a68e a6d5 a8a1 bd1e 8003 36.7   11.442
03:33:50    45
a6ab a66d a6be a6f6 a6cc a6d8 a67f a68e a6ab a695 a6d9 a8a2 bd21 8003 36.7   11.437
03:34:00    46
a6ad a670 a6c2 a6fa a6d2 a6df a686 a694 a6b5 a69e a6e0 a8a4 bd25 8003 36.7   11.442
03:34:10    47
a6b2 a674 a6c8 a701 a6d9 a6e6 a68b a69a a6bc a6a4 a6e8 a8a6 bd29 8003 36.7   11.414
03:34:20    48
a6b3 a676 a6c9 a702 a6d8 a6e5 a68c a69b a6bf a6a8 a6f3 a8a7 bd2d 8003 36.7   11.412
03:34:30    49
a6b6 a67a a6cf a705 a6db a6e9 a690 a6a0 a6c6 a6b2 a703 a8aa bd30 8003 36.7   11.418
03:34:40    50
a6bb a680 a6d7 a70c a6e3 a6f2 a697 a6a5 a6ca a6b8 a70c a8a9 bd34 8003 36.7   11.435
03:34:50    51
a6bf a683 a6d7 a70f a6e5 a6f8 a69d a6a6 a6c7 a6ba a712 a8a4 bd37 8003 36.7   11.407
03:35:00    52
a6be a682 a6d5 a70d a6e4 a6f6 a69a a6a2 a6c1 a6b9 a715 a89e bd3b 8003 34.3   11.440
03:35:10    53
a6ba a67e a6d0 a708 a6df a6ef a691 a699 a6ba a6b4 a716 a896 bd3e 8003 36.7   11.407
03:35:20    54
a6ba a67e a6d0 a704 a6db a6eb a68b a692 a6b4 a6b1 a716 a895 bd41 8003 36.7   11.422
03:35:30    55
a6bb a67e a6cc a700 a6d7 a6e5 a686 a68b a6af a6ad a712 a896 bd44 8003 36.7   11.388
03:35:40    56
a6b5 a678 a6c7 a6fa a6d3 a6e1 a681 a688 a6b0 a6af a714 a89a bd47 8003 36.7   11.410
03:35:50    57
a6b6 a67b a6ce a6ff a6d8 a6e7 a685 a68d a6b3 a6b1 a716 a89c bd4a 8003 36.7   11.404
03:36:00    58
a6b9 a67e a6cf a701 a6d7 a6e6 a684 a68b a6b0 a6ae a715 a8a1 bd4d 8003 34.5   11.410
03:36:10    59
a6b8 a67c a6cc a6fe a6d5 a6e2 a680 a688 a6ab a6ab a710 a8a7 bd4f 8003 36.7   11.404
03:36:20    60
a6ba a67c a6cb a6fe a6d4 a6df a67d a686 a6a7 a6a7 a709 a8b0 bd51 8003 36.7   11.380
03:36:30    61
a6c1 a685 a6cb a6fe a6d2 a6de a679 a680 a6a2 a6a3 a706 a8b2 bd54 8003 36.7   11.408
03:36:40    62
a6b8 a67e a6b1 a6e9 a6b7 a6c1 a661 a668 a685 a68a a6e9 a8b0 bd57 8003 30.9   11.369
03:36:50    63
a6ac a676 a69f a6d3 a6a4 a6ae a64c a651 a672 a677 a6d8 a8a8 bd59 8003 34.0   11.352
03:37:00    64
a6af a67c a69d a6cb a69f a6ab a647 a64b a672 a674 a6d9 a8aa bd5c 8003 32.9   11.386
03:37:10    65
a6bc a68a a6a0 a6c9 a69c a6a9 a645 a64b a671 a674 a6d8 a8a3 bd5e 8003 29.7   11.406
03:37:20    66
a6c4 a695 a69f a6c4 a696 a6a2 a63f a645 a66d a670 a6d4 a895 bd60 8003 35.4   11.395
03:37:30    67
a6d1 a6aa a6a4 a6c6 a698 a6a5 a641 a648 a673 a676 a6dc a888 bd62 8003 36.0   11.371
03:37:40    68
a6e2 a6b7 a6a8 a6c7 a699 a6a3 a641 a649 a673 a677 a6dc a87e bd63 8003 33.5   11.367
03:37:50    69
a6f4 a6c5 a6ac a6c8 a699 a6a1 a63f a649 a673 a676 a6da a873 bd65 8003 36.2   11.365
03:38:00    70
a702 a6d2 a6ae a6c8 a696 a69c a63b a646 a66f a673 a6d7 a868 bd67 8003 33.4   11.365
03:38:10    71
a70c a6dc a6ae a6c5 a692 a697 a636 a642 a66c a670 a6d4 a85f bd68 8003 32.7   11.382
03:38:20    72
a719 a6e9 a6b0 a6c5 a691 a695 a634 a641 a66d a672 a6d6 a85c bd6a 8003 35.9   11.376
03:38:30    73
a724 a6f5 a6b1 a6c5 a68f a692 a632 a640 a66c a672 a6d6 a858 bd6c 8003 33.0   11.380
03:38:40    74
a723 a6f6 a6a7 a6b9 a680 a684 a624 a633 a660 a665 a6c9 a858 bd6d 8003 33.1   11.358
03:38:50    75
a72d a6fe a6ab a6b9 a681 a684 a624 a634 a661 a666 a6c8 a85e bd6e 8003 31.7   11.284
03:39:00    76
a732 a700 a6b6 a6bf a686 a685 a625 a634 a662 a666 a6c9 a861 bd6f 8003 35.4   11.340
03:39:10    77
a731 a6fe a6bd a6c8 a68f a685 a622 a631 a65e a661 a6c3 a85a bd71 8003 29.1   11.334
03:39:20    78
a722 a6ef a6b7 a6c9 a695 a689 a620 a62c a65a a65c a6c0 a84e bd72 8003 36.4   11.310
03:39:30    79
a709 a6d7 a6ac a6c5 a696 a68e a624 a62a a655 a656 a6ba a83c bd72 8003 36.5   11.321
03:39:40    80
a6fb a6c6 a6a6 a6c0 a695 a691 a62b a632 a657 a656 a6ba a82f bd73 8003 30.5   11.384
03:39:50    81
a6f3 a6bc a6a5 a6bf a697 a693 a630 a637 a65b a65b a6bf a825 bd74 8003 34.8   11.389
03:40:00    82
a6f1 a6b7 a6a7 a6c2 a69a a695 a632 a63a a65e a660 a6c3 a823 bd75 8003 36.6   11.355
03:40:10    83
a6ee a6b2 a6a7 a6c4 a69c a695 a633 a63b a65f a662 a6c2 a820 bd76 8003 36.7   11.336
03:40:20    84
a6e1 a6a5 a69f a6bf a695 a68e a62b a634 a659 a65a a6ba a818 bd77 8003 35.7   11.359
03:40:30    85
a6d2 a697 a696 a6b8 a68f a687 a625 a62f a656 a657 a6ba a814 bd78 8003 32.6   11.359
03:40:40    86
a6c6 a689 a68e a6b1 a68a a684 a621 a62f a659 a657 a6b9 a80c bd79 8003 30.7   11.393
03:40:50    87
a6c4 a684 a68f a6b1 a68b a682 a620 a638 a663 a659 a6b8 a80a bd79 8003 35.1   11.346
03:41:00    88
a6c0 a67e a68a a6ad a684 a67b a61a a638 a662 a656 a6b5 a80a bd7a 8003 34.5   11.374
03:41:10    89
a6b8 a674 a685 a6a8 a67e a674 a613 a633 a65e a652 a6b3 a80b bd7b 8003 35.9   11.352
03:41:20    90
a6b5 a66e a684 a6a7 a67c a672 a610 a632 a666 a656 a6b7 a80e bd7b 8003 35.8   11.349
03:41:30    91
a6b0 a668 a680 a6a5 a678 a66e a60d a62f a665 a655 a6b6 a80f bd7c 8003 36.7   11.366
03:41:40    92
a6aa a660 a67c a6a1 a675 a66b a60a a62b a664 a654 a6b6 a80e bd7c 8003 36.7   11.355
03:41:50    93
a6a1 a656 a674 a69d a670 a665 a605 a625 a65f a650 a6b1 a80b bd7d 8003 33.3   11.378
03:42:00    94
a699 a64d a66f a698 a66b a661 a601 a622 a65f a651 a6b3 a80e bd7e 8003 35.1   11.355
03:42:10    95
a69a a64b a672 a69a a66e a662 a602 a623 a662 a655 a6b9 a817 bd7e 8003 34.3   11.370
03:42:20    96
a69b a64b a674 a69b a66f a663 a603 a625 a666 a659 a6be a81f bd7e 8003 34.3   11.370
03:42:30    97
a69a a649 a673 a69b a66e a661 a603 a625 a665 a65a a6be a823 bd7f 8003 33.9   11.353
03:42:40    98
a697 a646 a672 a69a a66c a65f a602 a623 a664 a658 a6bd a822 bd7f 8003 35.9   11.362
03:42:50    99
a694 a641 a66f a697 a668 a65b a5fd a61f a65f a653 a6b9 a820 bd80 8003 33.3   11.374
03:43:00   100
a68f a63c a66a a692 a661 a654 a5f6 a618 a659 a64e a6b4 a81c bd80 8003 33.8   11.374
03:43:10   101
a687 a634 a664 a68d a65b a64e a5f0 a613 a655 a64b a6b3 a81c bd80 8003 36.7   11.340
03:43:20   102
a67f a62b a65f a687 a657 a64a a5ec a60f a651 a647 a6b0 a81e bd80 8003 36.7   11.366
03:43:30   103
a678 a624 a65a a685 a657 a64a a5ec a610 a654 a64a a6b3 a820 bd80 8003 33.6   11.366
03:43:40   104
a674 a61f a657 a683 a657 a649 a5ea a60f a653 a64a a6b4 a823 bd80 8003 36.7   11.360
03:43:50   105
a66f a61a a655 a682 a655 a648 a5ea a60e a653 a64c a6b7 a823 bd81 8003 36.7   11.353
03:44:00   106
a671 a61b a657 a684 a659 a64a a5eb a611 a658 a653 a6c1 a829 bd81 8003 35.5   11.364
03:44:10   107
a673 a61d a65a a687 a65c a64d a5ef a616 a65d a65e a6cd a82c bd81 8003 31.7   11.375
03:44:20   108
a66b a618 a657 a686 a65a a64d a5f0 a617 a65f a661 a6d1 a82c bd80 8003 36.7   11.381
03:44:30   109
a65a a60a a64a a67d a650 a646 a5ea a613 a65b a65d a6ce a828 bd81 8003 36.7   11.364
03:44:40   110
a651 a601 a644 a677 a64b a641 a5e5 a60e a657 a65b a6cc a828 bd81 8003 36.5   11.357
03:44:50   111
a647 a5f9 a63d a670 a644 a63a a5df a608 a650 a656 a6c7 a822 bd81 8003 36.7   11.391
03:45:00   112
a63f a5f2 a637 a669 a63e a635 a5d9 a601 a64d a654 a6c7 a822 bd80 8003 32.2   11.430
03:45:10   113
a636 a5e9 a62e a661 a637 a630 a5d4 a5fe a64b a654 a6c7 a81f bd81 8003 32.6   11.434
03:45:20   114
a628 a5de a622 a656 a62d a627 a5cc a5f5 a642 a64c a6bf a819 bd7f 8003 35.8   11.361
03:45:30   115
a619 a5d0 a616 a64b a624 a620 a5c8 a5f2 a641 a64c a6be a814 bd81 8003 36.7   11.383
03:45:40   116
a60f a5c7 a60f a643 a61d a61b a5c4 a5f0 a640 a64d a6be a80f bd82 8003 34.6   11.377
03:45:50   117
a602 a5bc a603 a638 a613 a611 a5bd a5ea a638 a645 a6b5 a805 bd81 8003 33.1   11.285
03:46:00   118
a5f6 a5b0 a5fa a62d a609 a608 a5b4 a5df a62d a639 a6a9 a7fd bd81 8003 33.9   11.291
03:46:10   119
a5f8 a5b1 a5fb a62c a608 a609 a5b3 a5dd a62a a638 a6aa a7f9 bd80 8003 33.9   11.302
03:46:20   120
a5fa a5b5 a5ff a62d a60a a60c a5b8 a5e1 a62e a63f a6af a7fc bd7f 8003 32.8   11.274
03:46:30   121
a5f8 a5b6 a600 a62f a60b a60d a5ba a5e3 a630 a642 a6b1 a7fe bd7e 8003 33.3   11.232
03:46:40   122
a5e9 a5aa a5f4 a625 a600 a605 a5b2 a5dd a627 a639 a6a8 a7fe bd7d 8003 36.2   11.244
03:46:50   123
a5e0 a5a2 a5ed a61e a5f9 a5ff a5ac a5d7 a622 a632 a6a4 a801 bd7c 8003 34.6   11.227
03:47:00   124
a5e5 a5a5 a5f3 a621 a5fb a602 a5b0 a5d9 a626 a637 a6a9 a801 bd7b 8003 35.5   11.247
03:47:10   125
a5ee a5ad a5fb a627 a601 a606 a5b4 a5dc a62a a63b a6ae a7fe bd79 8003 29.6   11.230
03:47:20   126
a5e7 a5a9 a5f5 a623 a5fb a602 a5b1 a5d9 a628 a638 a6ac a7f9 bd78 8003 34.7   11.225
03:47:30   127
a5e4 a5a5 a5f1 a61e a5f8 a5ff a5ae a5d7 a626 a639 a6ad a7f9 bd78 8003 34.7   11.234
03:47:40   128
a5e3 a5a3 a5f0 a61c a5f6 a5fd a5ad a5d6 a624 a638 a6aa a7fa bd77 8003 36.5   11.228
03:47:50   129
a5dc a59d a5ea a615 a5ee a5f7 a5a8 a5d3 a620 a633 a6a5 a7fa bd75 8003 36.3   11.262
03:48:00   130
a5d4 a596 a5e3 a60f a5e8 a5f1 a5a3 a5ce a61b a62f a6a1 a7f6 bd75 8003 36.5   11.195
03:48:10   131
a5ca a58d a5da a606 a5df a5e9 a59c a5c7 a613 a627 a699 a7f5 bd74 8003 34.9   11.238
03:48:20   132
a5c1 a585 a5d2 a5fe a5d7 a5e2 a594 a5bf a60b a620 a692 a7f5 bd73 8003 33.1   11.249
03:48:30   133
a5c2 a585 a5d3 a5fc a5d6 a5e1 a592 a5bc a60a a620 a693 a7f6 bd72 8003 35.3   11.232
03:48:40   134
a5c6 a58a a5d8 a601 a5db a5e5 a596 a5c0 a60f a627 a69a a7fb bd71 8003 32.3   11.208
03:48:50   135
a5cd a591 a5dd a605 a5e0 a5e9 a59a a5c3 a610 a628 a699 a7fb bd70 8003 32.3   11.224
03:49:00   136
a5c1 a58a a5d4 a600 a5db a5e6 a598 a5c1 a60d a623 a693 a7f4 bd6f 8003 36.7   11.196
03:49:10   137
a5ae a578 a5c3 a5f3 a5cf a5db a58f a5b8 a603 a619 a689 a7eb bd6e 8003 34.8   11.213
03:49:20   138
a5a8 a571 a5bd a5ec a5ca a5d8 a589 a5b2 a5fe a614 a686 a7e8 bd6e 8003 30.5   11.059
03:49:30   139
a5ab a572 a5bf a5ea a5c9 a5d8 a589 a5b2 a5ff a616 a689 a7e1 bd6c 8003 28.7   10.782
03:49:40   140
a5b9 a57f a5cb a5f3 a5d2 a5e0 a58e a5b7 a605 a61a a68d a7d9 bd67 8003 27.9   10.686
03:49:50   141
a6e4 a682 a601 a601 a5e0 a5ef a59e a5c5 a613 a627 a69a a7d6 bd60 8003  7.9   10.554
03:50:00   142
a8bc a87b a80d a611 a5f2 a600 a5af a5d7 a623 a637 a6a9 a7d0 bd56 8003  1.2   10.582
03:50:10   143
a978 a953 a90e a615 a5fb a609 a5ba a5e2 a62a a63f a6ae a7c6 bd4f 8003  1.3   10.588
03:50:20   144
a9c1 a9a3 a998 a761 a601 a60e a5c0 a5e6 a62d a644 a6b1 a7c9 bd49 8003  1.2   10.648
03:50:30   145
a9d8 a9bb a9ca a82a a5da a615 a5c2 a5ee a635 a64a a6b4 a7cd bd43 8003  0.8   10.564
03:50:40   146
a9dc a9c4 a9ec a7ba a52c a61d a5c6 a5f7 a63e a653 a6bb a7ce bd3d 8003  1.7   10.597
03:50:50   147
a9db a9c7 a9f5 a811 a49e a629 a5b6 a5e5 a64b a660 a6c4 a7cd bd38 8003  1.8   10.601
03:51:00   148
a9dc a9c7 a9cd a7ea a419 a62f a55e a5ae a64e a663 a6c6 a7c5 bd34 8003  2.3   10.641
03:51:10   149
a9ec a9d8 a9ff a90c a761 a859 a742 a766 a824 a7ef a851 a803 bd2f 8003  2.4   11.245
03:51:20   150
a9b3 a9a0 a9cf a999 a8f8 a94c a8b8 a8f2 a958 a941 a985 a92b bd25 8003  4.5   11.492
03:51:30   151
a97f a96d a9a7 a9ae a958 a977 a90f a93d a993 a996 a9d1 a98c bd17 8003  2.5   11.378
03:51:40   152
a991 a982 a9cc a9cc a9a1 a9b6 a949 a967 a9ab a9a4 a9d9 a9ba bd08 8003  2.6   13.864
03:51:50   153
a9c0 a9ac a9f0 a9fd a9cf a9d8 a976 a98e a9c4 a9b6 a9e5 a9dd bcf6 8003  3.0   18.581
03:52:00   154
a9bc a9a4 a9d8 a9ff a9b9 a9b1 a96a a987 a9ae a99f a9ca a9dc bce5 8003  4.4   23.215
03:52:10   155
a938 a924 a94e a98c a93b a937 a8f5 a911 a942 a941 a96e a99c bcd1 8003  1.4   29.890
03:52:20   156
a748 a750 a6fd a7f6 a736 a727 a779 a7c2 a798 a7c5 a7f8 a959 bcbb 8003  1.9   34.081
03:52:30   157
a1f6 a216 a15f a335 a1e6 a1dd a2cd a346 a2e7 a345 a354 a7a4 bca4 8003  0.7   40.613
03:52:40   158
98a0 98c5 97ad 9a33 9821 980e 99a2 9a3e 9960 9a30 9a0b a346 bc87 8003  1.0   45.539
03:52:50   159
8ec1 8f1c 8de4 90f3 8e98 8e95 9074 90f6 9007 90f5 90e1 9d1d bc5f 8003  0.9   51.985
03:53:00   160
82db 8328 81e2 8567 82bb 82be 852e 85ee 84de 85cc 8578 928e bc26 8003  0.7   56.756
03:53:10   161
79a1 79de 7922 7b8e 795c 7964 7afb 7b4d 7a73 7b1b 7ae7 897c bbde 8003  0.5   62.642
03:53:20   162
72ee 7319 72a6 7475 72b0 72a7 73bb 73ee 7335 73ad 7391 8283 bb8b 8003  0.4   68.419
03:53:30   163
6ef8 6f0a 6ee5 7003 6ede 6ecb 6f41 6f5f 6ef7 6f2e 6f3b 7f14 bb2d 8003  0.6   73.986
03:53:40   164
6c47 6c47 6c48 6d22 6c49 6c3c 6c76 6c9f 6c61 6c8d 6ca9 78e0 bac4 8003  0.7   78.828
03:53:50   165
6a26 6a26 6a2a 6af2 6a3c 6a46 6a75 6aad 6a86 6aa7 6ac6 7391 ba51 8003  0.4   83.047
03:54:00   166
685a 684f 6864 6906 6868 686c 687a 68b3 6893 68b9 68dd 718d b9de 8003  0.4   87.280
03:54:10   167
6715 6709 6733 67b2 6730 6731 671f 6756 674a 676c 6799 6e56 b961 8003  0.9   89.616
03:54:20   168
664f 663d 6682 66de 667a 667c 664b 6681 6692 66af 66eb 6bbd b8e8 8003  0.9   89.393
03:54:30   169
6600 65ec 6642 6685 6639 6641 65fa 6631 6655 6670 66bd 6a4c b86e 8003  1.0   89.255
03:54:40   170
65e3 65cf 6628 6660 661e 6629 65de 6617 663d 6656 66a5 699e b7f2 8003  0.6   90.573
03:54:50   171
65d1 65bb 6610 6647 6608 6612 65c3 65fd 6621 663c 668a 691f b771 8003  1.3   90.007
03:55:00   172
65c9 65b2 660a 6639 6600 660b 65b7 65f1 661c 6635 6688 68d4 b6f0 8003  0.6   90.948
03:55:10   173
65c3 65aa 6603 662f 65f6 6601 65ad 65e5 660f 6629 6679 6873 b670 8003  0.7   90.534
03:55:20   174
65c0 65a5 65fc 6629 65ef 65f9 65a6 65de 6603 661c 666a 683b b5f2 8003  0.7   91.097
03:55:30   175
65be 65a3 65fa 6627 65ee 65f8 65a4 65dc 6603 661b 666b 6818 b579 8003  0.9   91.436
03:55:40   176
65bc 65a2 65f9 6624 65ee 65f8 65a1 65d9 6602 661b 666c 67fe b4fc 8003  0.7   91.496
03:55:50   177
65ba 659f 65f5 661f 65e8 65f2 659d 65d4 65fa 6613 6663 67cd b487 8003  0.8   91.581
03:56:00   178
65b9 659e 65f3 661e 65e5 65f1 659c 65d2 65f8 6610 6660 67ca b414 8003  1.0   91.906
03:56:10   179
65b8 659d 65f3 661d 65e6 65f2 659c 65d2 65fa 6613 6663 67ad b3a2 8003  0.7   92.325
03:56:20   180
65b8 659e 65f4 661f 65e9 65f4 659e 65d6 65ff 6616 6666 67a2 b336 8003  0.6   92.600
03:56:30   181
65b7 659d 65f6 661f 65e9 65f3 659a 65d4 65ff 6619 666e 678b b2c6 8003  0.6   92.541
03:56:40   182
65b7 659d 65f2 661e 65e4 65ed 6598 65d2 65f8 6612 6662 6781 b256 8003  1.0   91.661
03:56:50   183
65b9 65a1 65f7 6622 65e9 65f3 659e 65da 6601 661b 666c 6779 b1e4 8003  0.7   93.201
03:57:00   184
65b8 659e 65f5 661e 65e7 65f2 659c 65d5 65fe 6618 6669 676a b173 8003  0.6   93.667
03:57:10   185
65b6 659b 65f2 661b 65e3 65ef 6598 65d0 65f9 6613 6664 674c b106 8003  0.7   93.332
03:57:20   186
65b5 6599 65ef 6619 65de 65ea 6596 65ce 65f4 660d 665f 673b b09c 8003  0.7   93.296
03:57:30   187
65b6 659a 65f1 661b 65e3 65f0 659a 65d2 65fc 6616 666a 6731 b034 8003  0.5   93.430
03:57:40   188
65b8 659d 65f3 661e 65e7 65f1 659d 65d6 65ff 6618 6666 6747 afd0 8003  0.9   94.235
03:57:50   189
6599 6581 65cc 6602 65bc 65be 656f 65a6 65bd 65d3 6611 673a af68 8003  1.2   98.115
03:58:00   190
6511 64fe 6534 6589 6529 6527 64ec 6527 6534 654e 6584 66c7 aeff 8003  0.9  103.301
03:58:10   191
63b3 63aa 63bf 644d 63bd 63bc 63b4 63fc 63e3 6401 641f 6622 ae98 8003  0.8  109.438
03:58:20   192
6220 6213 621e 62b4 6219 620c 6204 6242 621b 623d 6257 6522 ae2c 8003  1.1  117.396
03:58:30   193
60cc 60ba 60da 6154 60c9 60c0 60a5 60d7 60be 60d5 60f3 63d8 adbf 8003  0.7  125.088
03:58:40   194
5fab 5f98 5fbc 602d 5fa9 5f9e 5f7f 5fb2 5f9c 5fb1 5fd3 636a ad51 8003  0.7  132.683
03:58:50   195
5eda 5ec3 5ef6 5f4c 5edc 5ed1 5e98 5ec4 5ebb 5ecb 5ef6 617d ace0 8003  0.9  139.945
03:59:00   196
5e31 5e1b 5e53 5ea2 5e35 5e30 5df0 5e1e 5e19 5e26 5e52 607f ac6b 8003  0.8  147.375
03:59:10   197
5da4 5d8c 5dc2 5e10 5da9 5da4 5d64 5d91 5d8c 5d99 5dc5 6026 abf8 8003  0.8  155.343
03:59:20   198
5ca8 5c97 5cbb 5d2b 5caa 5ca8 5c81 5cb9 5ca1 5cb8 5cda 5fb7 ab85 8002  1.3  162.911
03:59:30   199
5b7b 5b67 5b92 5c01 5b7d 5b74 5b4f 5b84 5b67 5b7f 5b9e 5e36 ab10 8003  0.8  171.145
03:59:40   200
5abe 5aa5 5ade 5b31 5ac0 5ab7 5a7b 5aa6 5a9a 5aaa 5ad4 5d11 aa9b 8003  0.6  178.541
03:59:50   201
5a49 5a2e 5a6c 5ab1 5a4d 5a44 59fd 5a29 5a27 5a33 5a60 5c6b aa24 8003  1.0  186.272
04:00:00   202
59b3 599b 59ce 5a24 59b9 59b0 5975 59a7 59a1 59b2 59de 5bab a9ad 8003  1.1  194.561
04:00:10   203
58e9 58cf 5903 5958 58e9 58de 58a5 58d7 58c9 58dc 5901 5b45 a935 8003  0.8  203.208
04:00:20   204
583f 5826 5859 58af 5842 5838 57ff 5830 5827 5839 5865 5ab5 a8bd 8003  1.1  211.023
04:00:30   205
5798 577c 57b7 5802 5798 578e 574c 577b 5772 5782 57ac 59e1 a845 8003  0.8  220.038
04:00:40   206
